text,emotion,mental_state,timestamp,word_count
The world seems bright and beautiful today?,happy,positive_mood,2025-01-02 10:53:34.331820,7
I feel that The world seems bright and beautiful today,happy,positive_mood,2025-06-06 10:53:34.331820,10
To be honest The world seems bright and beautiful today,happy,positive_mood,2025-07-09 10:53:34.331820,10
Really The world seems bright and beautiful today,happy,positive_mood,2025-06-24 10:53:34.331820,8
The world seems bright and beautiful today right now,happy,positive_mood,2024-10-25 10:53:34.331820,9
The world seems bright and beautiful today today,happy,positive_mood,2024-11-02 10:53:34.331820,8
I must say The world seems bright and beautiful today,happy,positive_mood,2025-10-01 10:53:34.331820,10
Honestly The world seems bright and beautiful today,happy,positive_mood,2025-02-15 10:53:34.331820,8
The world seems bright and beautiful today and its true,happy,positive_mood,2025-08-25 10:53:34.331820,10
The world seems bright and beautiful today for sure,happy,positive_mood,2025-02-11 10:53:34.331820,9
I feel terrible and sad about everything happening,sad,depressive_mood,2025-10-23 10:53:34.331820,8
i feel terrible and sad about everything happening,sad,depressive_mood,2025-01-02 10:53:34.331820,8
I FEEL TERRIBLE AND SAD ABOUT EVERYTHING HAPPENING,sad,depressive_mood,2025-03-11 10:53:34.331820,8
I feel terrible and sad about everything happening!,sad,depressive_mood,2025-05-24 10:53:34.331820,8
I feel terrible and sad about everything happening.,sad,depressive_mood,2025-07-08 10:53:34.331820,8
I feel terrible and sad about everything happening?,sad,depressive_mood,2025-08-03 10:53:34.331820,8
I feel that I feel terrible and sad about everything happening,sad,depressive_mood,2025-10-09 10:53:34.331820,11
To be honest I feel terrible and sad about everything happening,sad,depressive_mood,2025-05-12 10:53:34.331820,11
Really I feel terrible and sad about everything happening,sad,depressive_mood,2025-03-12 10:53:34.331820,9
I feel terrible and sad about everything happening right now,sad,depressive_mood,2025-09-20 10:53:34.331820,10
I feel terrible and sad about everything happening today,sad,depressive_mood,2025-06-27 10:53:34.331820,9
I must say I feel terrible and sad about everything happening,sad,depressive_mood,2025-09-30 10:53:34.331820,11
Honestly I feel terrible and sad about everything happening,sad,depressive_mood,2025-04-11 10:53:34.331820,9
I feel terrible and sad about everything happening and its true,sad,depressive_mood,2025-04-19 10:53:34.331820,11
I feel terrible and sad about everything happening for sure,sad,depressive_mood,2025-05-02 10:53:34.331820,10
Everything is going wrong in my life right now,sad,depressive_mood,2025-02-20 10:53:34.331820,9
everything is going wrong in my life right now,sad,depressive_mood,2025-04-05 10:53:34.331820,9
EVERYTHING IS GOING WRONG IN MY LIFE RIGHT NOW,sad,depressive_mood,2025-03-03 10:53:34.331820,9
Everything is going wrong in my life right now!,sad,depressive_mood,2025-01-09 10:53:34.331820,9
Everything is going wrong in my life right now.,sad,depressive_mood,2025-01-04 10:53:34.331820,9
Everything is going wrong in my life right now?,sad,depressive_mood,2025-05-07 10:53:34.331820,9
I feel that Everything is going wrong in my life right now,sad,depressive_mood,2024-12-16 10:53:34.331820,12
To be honest Everything is going wrong in my life right now,sad,depressive_mood,2024-12-30 10:53:34.331820,12
Really Everything is going wrong in my life right now,sad,depressive_mood,2025-10-20 10:53:34.331820,10
Everything is going wrong in my life right now right now,sad,depressive_mood,2025-02-11 10:53:34.331820,11
Everything is going wrong in my life right now today,sad,depressive_mood,2025-05-31 10:53:34.331820,10
I must say Everything is going wrong in my life right now,sad,depressive_mood,2025-04-04 10:53:34.331820,12
Honestly Everything is going wrong in my life right now,sad,depressive_mood,2025-06-15 10:53:34.331820,10
Everything is going wrong in my life right now and its true,sad,depressive_mood,2024-11-12 10:53:34.331820,12
Everything is going wrong in my life right now for sure,sad,depressive_mood,2025-01-29 10:53:34.331820,11
I am so unhappy and depressed today cannot smile,sad,depressive_mood,2025-02-25 10:53:34.331820,9
i am so unhappy and depressed today cannot smile,sad,depressive_mood,2024-12-05 10:53:34.331820,9
I AM SO UNHAPPY AND DEPRESSED TODAY CANNOT SMILE,sad,depressive_mood,2025-02-27 10:53:34.331820,9
I am so unhappy and depressed today cannot smile!,sad,depressive_mood,2024-12-22 10:53:34.331820,9
I am so unhappy and depressed today cannot smile.,sad,depressive_mood,2025-02-20 10:53:34.331820,9
I am so unhappy and depressed today cannot smile?,sad,depressive_mood,2025-03-08 10:53:34.331820,9
I feel that I am so unhappy and depressed today cannot smile,sad,depressive_mood,2025-09-18 10:53:34.331820,12
To be honest I am so unhappy and depressed today cannot smile,sad,depressive_mood,2024-11-05 10:53:34.331820,12
Really I am so unhappy and depressed today cannot smile,sad,depressive_mood,2025-08-18 10:53:34.331820,10
I am so unhappy and depressed today cannot smile right now,sad,depressive_mood,2025-04-29 10:53:34.331820,11
I am so unhappy and depressed today cannot smile today,sad,depressive_mood,2024-12-25 10:53:34.331820,10
I must say I am so unhappy and depressed today cannot smile,sad,depressive_mood,2024-11-30 10:53:34.331820,12
Honestly I am so unhappy and depressed today cannot smile,sad,depressive_mood,2025-06-02 10:53:34.331820,10
I am so unhappy and depressed today cannot smile and its true,sad,depressive_mood,2025-07-10 10:53:34.331820,12
I am so unhappy and depressed today cannot smile for sure,sad,depressive_mood,2025-06-11 10:53:34.331820,11
This is the worst day I have ever had in my life,sad,depressive_mood,2024-11-18 10:53:34.331820,12
this is the worst day i have ever had in my life,sad,depressive_mood,2025-05-02 10:53:34.331820,12
THIS IS THE WORST DAY I HAVE EVER HAD IN MY LIFE,sad,depressive_mood,2024-11-27 10:53:34.331820,12
This is the worst day I have ever had in my life!,sad,depressive_mood,2025-03-03 10:53:34.331820,12
This is the worst day I have ever had in my life.,sad,depressive_mood,2025-04-04 10:53:34.331820,12
This is the worst day I have ever had in my life?,sad,depressive_mood,2025-03-22 10:53:34.331820,12
I feel that This is the worst day I have ever had in my life,sad,depressive_mood,2025-04-29 10:53:34.331820,15
To be honest This is the worst day I have ever had in my life,sad,depressive_mood,2025-02-19 10:53:34.331820,15
Really This is the worst day I have ever had in my life,sad,depressive_mood,2024-12-13 10:53:34.331820,13
This is the worst day I have ever had in my life right now,sad,depressive_mood,2025-08-30 10:53:34.331820,14
This is the worst day I have ever had in my life today,sad,depressive_mood,2025-06-26 10:53:34.331820,13
I must say This is the worst day I have ever had in my life,sad,depressive_mood,2025-08-01 10:53:34.331820,15
Honestly This is the worst day I have ever had in my life,sad,depressive_mood,2025-03-07 10:53:34.331820,13
This is the worst day I have ever had in my life and its true,sad,depressive_mood,2025-06-16 10:53:34.331820,15
This is the worst day I have ever had in my life for sure,sad,depressive_mood,2024-11-22 10:53:34.331820,14
Nothing makes me happy or brings me joy anymore,sad,depressive_mood,2024-12-16 10:53:34.331820,9
nothing makes me happy or brings me joy anymore,sad,depressive_mood,2024-12-29 10:53:34.331820,9
NOTHING MAKES ME HAPPY OR BRINGS ME JOY ANYMORE,sad,depressive_mood,2025-03-22 10:53:34.331820,9
Nothing makes me happy or brings me joy anymore!,sad,depressive_mood,2025-01-19 10:53:34.331820,9
Nothing makes me happy or brings me joy anymore.,sad,depressive_mood,2025-04-09 10:53:34.331820,9
Nothing makes me happy or brings me joy anymore?,sad,depressive_mood,2025-06-24 10:53:34.331820,9
I feel that Nothing makes me happy or brings me joy anymore,sad,depressive_mood,2025-07-09 10:53:34.331820,12
To be honest Nothing makes me happy or brings me joy anymore,sad,depressive_mood,2025-04-24 10:53:34.331820,12
Really Nothing makes me happy or brings me joy anymore,sad,depressive_mood,2025-08-01 10:53:34.331820,10
Nothing makes me happy or brings me joy anymore right now,sad,depressive_mood,2025-02-02 10:53:34.331820,11
Nothing makes me happy or brings me joy anymore today,sad,depressive_mood,2025-09-27 10:53:34.331820,10
I must say Nothing makes me happy or brings me joy anymore,sad,depressive_mood,2025-10-12 10:53:34.331820,12
Honestly Nothing makes me happy or brings me joy anymore,sad,depressive_mood,2025-03-20 10:53:34.331820,10
Nothing makes me happy or brings me joy anymore and its true,sad,depressive_mood,2025-01-23 10:53:34.331820,12
Nothing makes me happy or brings me joy anymore for sure,sad,depressive_mood,2024-12-30 10:53:34.331820,11
I feel empty and hollow inside my heart today,sad,depressive_mood,2025-08-03 10:53:34.331820,9
i feel empty and hollow inside my heart today,sad,depressive_mood,2025-07-19 10:53:34.331820,9
I FEEL EMPTY AND HOLLOW INSIDE MY HEART TODAY,sad,depressive_mood,2025-06-28 10:53:34.331820,9
I feel empty and hollow inside my heart today!,sad,depressive_mood,2025-04-12 10:53:34.331820,9
I feel empty and hollow inside my heart today.,sad,depressive_mood,2024-10-28 10:53:34.331820,9
I feel empty and hollow inside my heart today?,sad,depressive_mood,2025-02-02 10:53:34.331820,9
I feel that I feel empty and hollow inside my heart today,sad,depressive_mood,2025-02-19 10:53:34.331820,12
To be honest I feel empty and hollow inside my heart today,sad,depressive_mood,2025-04-06 10:53:34.331820,12
Really I feel empty and hollow inside my heart today,sad,depressive_mood,2025-10-02 10:53:34.331820,10
I feel empty and hollow inside my heart today right now,sad,depressive_mood,2025-01-12 10:53:34.331820,11
I feel empty and hollow inside my heart today today,sad,depressive_mood,2024-12-29 10:53:34.331820,10
I must say I feel empty and hollow inside my heart today,sad,depressive_mood,2024-10-26 10:53:34.331820,12
Honestly I feel empty and hollow inside my heart today,sad,depressive_mood,2025-06-22 10:53:34.331820,10
I feel empty and hollow inside my heart today and its true,sad,depressive_mood,2025-05-07 10:53:34.331820,12
I feel empty and hollow inside my heart today for sure,sad,depressive_mood,2025-07-28 10:53:34.331820,11
Tears keep coming and I cannot stop feeling sad,sad,depressive_mood,2025-09-20 10:53:34.331820,9
tears keep coming and i cannot stop feeling sad,sad,depressive_mood,2024-11-21 10:53:34.331820,9
TEARS KEEP COMING AND I CANNOT STOP FEELING SAD,sad,depressive_mood,2025-06-03 10:53:34.331820,9
Tears keep coming and I cannot stop feeling sad!,sad,depressive_mood,2024-12-27 10:53:34.331820,9
Tears keep coming and I cannot stop feeling sad.,sad,depressive_mood,2025-04-12 10:53:34.331820,9
Tears keep coming and I cannot stop feeling sad?,sad,depressive_mood,2025-05-18 10:53:34.331820,9
I feel that Tears keep coming and I cannot stop feeling sad,sad,depressive_mood,2025-10-12 10:53:34.331820,12
To be honest Tears keep coming and I cannot stop feeling sad,sad,depressive_mood,2024-11-07 10:53:34.331820,12
Really Tears keep coming and I cannot stop feeling sad,sad,depressive_mood,2025-10-04 10:53:34.331820,10
Tears keep coming and I cannot stop feeling sad right now,sad,depressive_mood,2025-02-08 10:53:34.331820,11
Tears keep coming and I cannot stop feeling sad today,sad,depressive_mood,2025-08-27 10:53:34.331820,10
I must say Tears keep coming and I cannot stop feeling sad,sad,depressive_mood,2025-03-05 10:53:34.331820,12
Honestly Tears keep coming and I cannot stop feeling sad,sad,depressive_mood,2025-03-17 10:53:34.331820,10
Tears keep coming and I cannot stop feeling sad and its true,sad,depressive_mood,2025-06-13 10:53:34.331820,12
Tears keep coming and I cannot stop feeling sad for sure,sad,depressive_mood,2025-03-09 10:53:34.331820,11
The sadness is overwhelming and constant pain,sad,depressive_mood,2025-02-28 10:53:34.331820,7
the sadness is overwhelming and constant pain,sad,depressive_mood,2025-03-11 10:53:34.331820,7
THE SADNESS IS OVERWHELMING AND CONSTANT PAIN,sad,depressive_mood,2025-03-17 10:53:34.331820,7
The sadness is overwhelming and constant pain!,sad,depressive_mood,2025-01-30 10:53:34.331820,7
The sadness is overwhelming and constant pain.,sad,depressive_mood,2025-03-28 10:53:34.331820,7
The sadness is overwhelming and constant pain?,sad,depressive_mood,2024-11-22 10:53:34.331820,7
I feel that The sadness is overwhelming and constant pain,sad,depressive_mood,2025-03-02 10:53:34.331820,10
To be honest The sadness is overwhelming and constant pain,sad,depressive_mood,2025-07-04 10:53:34.331820,10
Really The sadness is overwhelming and constant pain,sad,depressive_mood,2025-08-17 10:53:34.331820,8
The sadness is overwhelming and constant pain right now,sad,depressive_mood,2025-08-16 10:53:34.331820,9
The sadness is overwhelming and constant pain today,sad,depressive_mood,2025-01-21 10:53:34.331820,8
I must say The sadness is overwhelming and constant pain,sad,depressive_mood,2025-09-09 10:53:34.331820,10
Honestly The sadness is overwhelming and constant pain,sad,depressive_mood,2025-03-07 10:53:34.331820,8
The sadness is overwhelming and constant pain and its true,sad,depressive_mood,2025-08-30 10:53:34.331820,10
The sadness is overwhelming and constant pain for sure,sad,depressive_mood,2024-10-28 10:53:34.331820,9
I feel like I lost all hope and happiness forever,sad,depressive_mood,2025-07-29 10:53:34.332825,10
i feel like i lost all hope and happiness forever,sad,depressive_mood,2024-11-09 10:53:34.332825,10
I FEEL LIKE I LOST ALL HOPE AND HAPPINESS FOREVER,sad,depressive_mood,2024-12-04 10:53:34.332825,10
I feel like I lost all hope and happiness forever!,sad,depressive_mood,2025-02-22 10:53:34.332825,10
I feel like I lost all hope and happiness forever.,sad,depressive_mood,2025-09-13 10:53:34.332825,10
I feel like I lost all hope and happiness forever?,sad,depressive_mood,2025-03-08 10:53:34.332825,10
I feel that I feel like I lost all hope and happiness forever,sad,depressive_mood,2025-01-18 10:53:34.332825,13
To be honest I feel like I lost all hope and happiness forever,sad,depressive_mood,2024-11-23 10:53:34.332825,13
Really I feel like I lost all hope and happiness forever,sad,depressive_mood,2024-12-19 10:53:34.332825,11
I feel like I lost all hope and happiness forever right now,sad,depressive_mood,2025-08-22 10:53:34.332825,12
I feel like I lost all hope and happiness forever today,sad,depressive_mood,2025-08-25 10:53:34.332825,11
I must say I feel like I lost all hope and happiness forever,sad,depressive_mood,2025-03-24 10:53:34.332825,13
Honestly I feel like I lost all hope and happiness forever,sad,depressive_mood,2024-11-26 10:53:34.332825,11
I feel like I lost all hope and happiness forever and its true,sad,depressive_mood,2025-02-15 10:53:34.332825,13
I feel like I lost all hope and happiness forever for sure,sad,depressive_mood,2025-10-08 10:53:34.332825,12
My heart aches with sadness that wont go away,sad,depressive_mood,2025-02-23 10:53:34.332825,9
my heart aches with sadness that wont go away,sad,depressive_mood,2025-04-05 10:53:34.332825,9
MY HEART ACHES WITH SADNESS THAT WONT GO AWAY,sad,depressive_mood,2024-12-22 10:53:34.332825,9
My heart aches with sadness that wont go away!,sad,depressive_mood,2024-11-04 10:53:34.332825,9
My heart aches with sadness that wont go away.,sad,depressive_mood,2025-03-07 10:53:34.332825,9
My heart aches with sadness that wont go away?,sad,depressive_mood,2025-04-30 10:53:34.332825,9
I feel that My heart aches with sadness that wont go away,sad,depressive_mood,2025-08-01 10:53:34.332825,12
To be honest My heart aches with sadness that wont go away,sad,depressive_mood,2024-11-21 10:53:34.332825,12
Really My heart aches with sadness that wont go away,sad,depressive_mood,2025-03-12 10:53:34.332825,10
My heart aches with sadness that wont go away right now,sad,depressive_mood,2025-03-05 10:53:34.332825,11
My heart aches with sadness that wont go away today,sad,depressive_mood,2025-01-14 10:53:34.332825,10
I must say My heart aches with sadness that wont go away,sad,depressive_mood,2024-10-26 10:53:34.332825,12
Honestly My heart aches with sadness that wont go away,sad,depressive_mood,2025-02-22 10:53:34.332825,10
My heart aches with sadness that wont go away and its true,sad,depressive_mood,2025-01-27 10:53:34.332825,12
My heart aches with sadness that wont go away for sure,sad,depressive_mood,2025-05-22 10:53:34.332825,11
